keyeng,keybn,corbang,blank
Hamid,হামিদ,,
Hamida,হামিদা,,
Hamlet,হ্যম্লেট,,
Hanif,হানিফ,,
Hannan,হান্নান,,
Haowlader,হাওলাদার,,
Haque,হক,,
Harbour,হার্বোর,,
Hardware,হার্ডওয়্যার,,
Haritage,হ্যারিটেজ,,
Harmony,হারমনি,,
Harun,হারুন,,
Hasan,হাসান,,
Hasanuzzaman,হাসানুজ্জামান,,
Hashem,হাশেম,,
Hashi,হাসি,,
Hasina,হাসিনা,,
Hasnahena,হাসনাহেনা,,
Hawa,হাওয়া,,
Hawlader,হাওলাদার,,
Hayat,হায়াত,,
Hazi,হাজী,,
Heart,হৃদয়,,
Heaven,হ্যাভেন,,
Height,হাইট,,
Heights,হাইটস,,
Helal,হেলাল,,
Helen,হেলেন,,
Helena,হেলেনা,,
Hena,হেনা,,
Heritage,হ্যারিটেজ,,
Hill,হিল,,
hiron,হিরণ,,
Holding,হোল্ডিং,,
Holdings,হোল্ডিংস,,
Home,বাড়ি,,
Homeland,হোমল্যান্ড,,
Homes,হোমস,,
Horizon,হরিজন,,
Hosna,হোস্না,,
Hossain,হোসাইন,,
Hossen,হোসেন,,
Hostel,হোস্টেল,,
Hotel,হোটেল,,
House,হাউস,,
Huda,হুদা,,
Humaira,হুমায়রা,,
Humayun,হুমায়ুন,,
Hussain,হুসেন,,
kutir,কুটির,,
Ibrahim,ইব্রাহিম,,
Ibrahimpur,ইব্রাহীমপুর,,
Idris,ইদ্রিস,,
Ilahi,ইলাহি,,
Imam,এমাম,,
Iman,ইমান,,
Imperial,ইম্পেরিয়াল,,
Imran,ইমরান,,
Index,ইনডেক্স,,
Insaf,ইনসাফ,,
International,আন্তর্জাতিক,,
International,ইন্টারন্যশনাল,,
Iqbal,ইকবাল,,
Ishak,ইসহাক,,
Islam,ইসলাম,,
Island,আইসল্যান্ড,,
Ismail,ইসমাইল,,
Israfil,ইসরাফিল,,
Jabbar,জব্বার,,
Jahan,জাহান,,
Jahanara,জাহানারা,,
Jahangir,জাহাঙ্গীর,,
Jalil,জলিল,,
Jamal,জামাল,,
Jaman,জামান,,
Janani,জননী,,
Jannah,জান্নাহ,,
Jannat,জান্নাত,,
Jebunnesa,জেবুন্নেসা,,
Jerin,জেরিন,,
Jesmin,জেসমিন,,
Jewel,জুয়েল,,
Jewellers,জুয়েলার্স,,
Jhinuk,ঝিনুক,,
Jhorna,ঝর্না,,
Jhornadhara,ঝর্ণাধারা,,
Jhornadhara,ঝরনাধারা,,
Jhuri,ঝুরি,,
Joba,জবা,,
Johra,জোহরা,,
Joinal,জয়নাল,,
Jolil,জলিল,,
Jononi,জননী,,
Joshna,জ্যোৎস্না,,
Josim,জসীম,,
Josna,জোস্না,,
Joti,জ্যোতি,,
Joy,জওয়,,
Jui,জুই,,
Julekha,জুলেখা,,
Kabir,কবির,,
Kader,কাদের,,
Kadir,কাদির,,
Kafrul,কাফরুল,,
Kaiyum,কাইয়ুম,,
Kajoli,কাজলি,,
Kakoli,কাকলি,,
Kalabagan,কলাবাগান,,
Kalam,কালাম,,
Kamal,কামাল,,
Kamini,কামিনী,,
Kamol,কমল,,
Kamrujjaman,কামরুজ্জামান,,
Kamrul,কামরুল,,
Kamrunnahar,কামরুন নাহার,,
Kamrunnesa,কামরুন্নেসা,,
Kanakchapa,কনকচাঁপা,,
Kanchan,কাঞ্চন,,
Kanchon,কাঞ্চন,,
Kaniz,কানিজ,,
Kannan,কান্নান,,
Kanon,কানন,,
Karabi,করবী,,
Karim,করিম,,
Kashem,কাশেম,,
Kashful,কাশফুল,,
Katha,কাঠা,,
Kathaltola,কাঠতলা,,
Kayes,কায়েস,,
Kayum,কাইয়ুম,,
Kazi,কাজী,,
Kazipara,কাজীপাড়া,,
Kendro,কেন্দ্র,,
Keya,কেয়া,,
Khairuzzaman,খায়রুজ্জামান,,
Khaled,খালেদ,,
Khalek,খালেক,,
Khaleq,খালেক,,
Khalid,খালিদ,,
Khalil,খলিল,,
Khan,খান,,
Khana,খানা,,
Khanam,খানম,,
Khandakar,খন্দকার,,
Khanik,ক্ষণিকা,,
Khanika,ক্ষণিকা,,
Khanikaloi,খনিকালয়,,
Khanom,খানম,,
Khatun,খাতুন,,
Khayer,খায়ের,,
Kheya,খেয়া,,
Khilbaritek,খিলবারিটেক,,
Khokon,খোকন,,
Khondoker,খন্দকার,,
Khonikasroy,খনিকাশ্রয়,,
Khonokal,ক্ষণকাল,,
Khonokal,ক্ষনকাল,,
Khorshed,খোরশেদ,,
Khushbu,খুশবু,,
Khushi,খুশি,,
Kibriya,কিবরিয়া,,
Kingdom,কিংডম,,
Kingshuk,কিংশুক,,
Kismat,কিসমত,,
Kohinur,কোহিনুর,,
Kol,কোল,,
Koli,কলি,,
Kollol,কল্লোল,,
Kolmilota,কলমিলতা,,
Komol,কমল,,
Kona,কনা,,
Konika,কনিকা,,
Konna,কন্যা,,
Kopotakkho,কপোতাক্ষ,,
Kotha,কথা,,
Krishnachura,কৃষ্ণচূড়া,,
Kuddus,কুদ্দুস,,
Kulsum,কুলসুম,,
Kunja,কুঞ্জ,,
Kushiara,কুশিয়ারা,,
Kuthi,কুঠি,,
Kutir,কুটির,,
Laboni,লাবনী,,
Labonno,লাবণ্য,,
Laila,লায়লা,,
Lake,লেক,,
Land,ল্যান্ড,,
Landing,ল্যান্ডিং,,
Landmark,ল্যান্ডমার্ক,,
Goli,গলি,,
Latif,লতিফ,,
Latifa,লতিফা,,
Lavender,ল্যাভেন্ডার,,
Leaf,লিফ,,
Legacy,লিগেন্সি,,
Legend,লিজেন্ড,,
Liberty,লিবার্টি,,
Light,লাইট,,
Limited,লিমিটেড,,
Lina,লিনা,,
Line,লাইন,,
Lipi,লিপি,,
Liton,লিটন,,
Living,লিভিং,,
Lobelia,লবেলিয়া,,
Lodge,লজ,,
Lokman,লোকমান,,
Loskor,লস্কর,,
Lota,লোটা,,
Lotus,লোটাস,,
Lounge,লাউঞ্জ,,
Lovely,লাভলি,,
Loy,লয়,,
Ltd,লি,,
Lucky,লাকি,,
Lulu,লুলু,,
Lumiere,লুমিয়ার,,
Luminous,লুমিনাস,,
Luna,লুনা,,
Lutfa,লুৎফা,,
Lutfunnesa,লুতফুন্নেসা,,
Ma,মা,,
Madbor,মাদবর,,
Madhobi,মাধবী,,
Madhobilota,মাধবীলতা,,
Magnolia,ম্যাঙ্গলিয়া,,
Mahal,মহল,,
Mahbub,মাহবুব,,
Mahfuja,মাহফুযা,,
Mahi,মাহি,,
Mahmud,মাহমুদ,,
Mahmuda,মাহমুদা,,
Mahtab,মাহতাব,,
Majed,মাজেদ,,
Majesty,মহিমা,,
Maji,মাজি,,
Majid,মজিদ,,
Malancha,মালঞ্চ,,
Malek,মালেক,,
Malik,মালিক,,
Mallika,মল্লিকা,,
Maloncha,মালঞ্চ,,
Maloti,মালতী,,
Mamun,মামুন,,
Manha,মানহা,,
Manik,মানিক,,
Manjil,মঞ্জিল,,
Mannan,মান্নান,,
Manor,জমিদারি,,
Mansion,ম্যানসন,,
Mansion,ম্যানশনে,,
Mansions,ম্যানশনে,,
Mansoor,মনসুর,,
Manzil,মঞ্জিল,,
Maple,ম্যপল,,
Maria,মারিয়া,,
Mariam,মারিয়াম,,
Marigold,ম্যারিগোল্ড,,
Marjan,মারজান,,
Mark,মার্ক,,
Market,মার্কেট,,
Mart,মার্ট,,
Mashallah,মাশাল্লাহ,,
Masjid,মসজিদ,,
Master,মাস্টার,,
Masud,মাসুদ,,
Masum,মাসুম,,
Matabbor,মাতব্বর,,
Matbor,মাতবর,,
Math,ম্যাথ,,
Matin,মতিন,,
Matrichaya,মাতৃছায়া,,
Matrika,মাতৃকা,,
Matrikanon,মাতৃকানন,,
Matrikuthi,মাতৃকুঠি,,
Mawla,মাওলা,,
Maya,মায়া,,
Mayabon,মায়াবন,,
Mayakunjo,মায়াকুঞ্জ,,
Mazid,মজিদ,,
Megh,মেঘ,,
Meghaloy,মেঘালয়,,
Meghmala,মেঘমালা,,
Meghna,মেঘনা,,
Meherunnesa,মেহেরুন্নেসা,,
metropolitan,মেট্রোপলিটন,,
Melody,মেলোডি,,
Memory,মেমরি,,
Mention,মেনশন,,
Merry,মেরি,,
Mia,মিয়া,,
Miah,মিয়া,,
Milon,মিলন,,
Mim,মীম,,
Minara,মিনারা,,
Mintu,মিন্টু,,
Mir,মীর,,
Mirja,মির্জা,,
Mirpur,মিরপুর,,
Mirza,মির্জা,,
Misha,মিশা,,
Mission,মিশন,,
Mist,কুয়াশা,,
Mita,মিতা,,
Mitali,মিতালী,,
Mithu,মিঠু,,
Miya,মিয়া,,
Mizan,মিজান,,
Mobin,মবিন,,
Modhumoti,মধুমতি,,
Modhurima,মধুরিমা,,
Moghbazar,মগবাজার,,
Mohammad,মোহাম্মদ,,
Mohanonda,মহানন্দা,,
Mohiuddin,মহিউদ্দিন,,
Mohona,মোহনা,,
Mohosin,মহসিন,,
Mohsinuzzaman,মহসিনুজ্জামান,,
Mohua,মহুয়া,,
Moinuddin,মঈনুদ্দিন,,
Moitri,মৈত্রী,,
Mojid,মজিদ,,
Mojumder,মজুমদার,,
Mokbul,মকবুল,,
Molla,মোল্লা,,
Mollik,মল্লিক,,
Mollika,মল্লিকা,,
Momen,মোমেন,,
Momin,মোমিন,,
Momo,মম,,
Momota,মমতা,,
Momtaz,মমতাজ,,
Monarch,মোনারচ,,
Mondol,মন্ডল,,
Moni,মনি,,
Monihar,মণিহার,,
Monika,মনিকা,,
Monipur,মনিপুর,,
Monir,মনির,,
Moniruzzaman,মনিরুজ্জামান,,
Monisha,মনীষা,,
Monju,মঞ্জু,,
Monjuri,মঞ্জুরি,,
Monorom,মনোরম,,
Monowar,মনোয়ার,,
Monowara,মনোয়ারা,,
Monsur,মনসুর,,
Moon,মুন,,
Moonlit,মুনলাইট,,
Moonrise,মুনরাইস,,
Mor,মোর,,
Morol,মোড়ল,,
Morshed,মোর্শেদ,,
Mosharof,মোশাররফ,,
Mosharraf,মোশাররফ,,
Mostofa,মোস্তফা,,
Mot,মট,,
Motaleb,মোতালেব,,
Motalib,মোতালিব,,
Moti,মতি,,
Motin,মতিন,,
Motors,মটরস,,
Mou,মৌ,,
Mouri,মৌরি,,
Mousumi,মৌসুমী,,
Moyna,ময়না,,
Moynamoti,ময়নামতি,,
Moyuri,ময়ূরী,,
Mridha,মৃধা,,
Muhit,মুহিত,,
Muhiuddin,মহীউদ্দীন,,
Mujib,মুজিব,,
Mukta,মুক্তা,,
Muktangon,মুক্তাঙ্গন,,
Mukul,মুকুল,,
Mum,নীরব,,
Munshi,মুন্সী,,
Munshibari,মুন্সিবাড়ি,,
Munsi,মুন্সির,,
Murad,মুরাদ,,
Musa,মুসা,,
Musafir,মুসাফির,,
Muslim,মুসলিম,,
Mustafa,মুস্তাফা,,
Na,নার,,
Nabi,নবীর,,
Nabila,নাবিলা,,
Nafi,নাফি,,
Nagar,নগর,,
Nahar,নাহার,,
Nahid,নাহিদ,,
Naim,নাঈম,,
Nandan,নন্দন,,
Nandini,নন্দিনী,,
Nannu,নান্নু,,
Nargis,নার্গিস,,
Narayanganj,নারায়ণগঞ্জ,,
Naser,নাসের,,
Nasim,নাসিম,,
Nasima,নাসিমা,,
Nasir,নাসির,,
Nasrin,নাসরিন,,
Navana,নাভানা,,
Nawab,নওয়াব,,
Naz,নাজ,,
Nazimuddin,নাজিমউদ্দিন,,
Neela,নিলা,,
Neer,নীড়,,
Nesa,নেছা,,
Nessa,নেসা,,
Nest,নেস্ট,,
NHD,এনএইচডি,,
Nibash,নিবাস,,
Niharika,নীহারিকা,,
Nijam,নিজাম,,
Nijhum,নিঝুম,,
Niketon,নিকেতন,,
Nikunja,নিকুঞ্জ,,
Nila,নিলা,,
Nilachal,নীলাচল,,
Nilima,নীলিমা,,
Niloy,নিলয়,,
Nishi,নিশি,,
Nishorgo,নিসর্গ,,
Nisshorgo,নিঃস্বর্গ,,
Nook,ফাটল,,
Noor,নূর,,
Noorjahan,নূরজাহান,,
Nova,নোভা,,
Noyon,নয়ন,,
Nupur,নুপুর,,
Nur,নূর,,
Nurjahan,নূরজাহান,,
Nuruzzaman,নুরুজ্জামান,,
Oasis,ওয়াসিস,,
Obaidullah,ওবায়দুল্লাহ,,
Ocean,অকেয়ান,,
Office,অফিস,,
One,এক,,
Oppo,অপ্পো,,
Optics,অপটিকস,,
Orchard,অরকারড,,
Orchestra,অর্কেস্ট্রা,,
Orchi,অর্চি,,
Orchid,অর্কিড,,
Orlando,অরল্যান্ডো,,
Ornate,অরনেট,,
Package,প্যাকেজ,,
Padma,পদ্মা,,
Palace,প্যালেস,,
Pallabi,পল্লবী,,
Panaroma,প্যানোরোমা,,
Panthoshala,পান্থশালা,,
pappu,পাপ্পু,,
Par,পাড়,,
Para,পাড়া,,
Paradise,প্যারাডাইস,,
Paragon,প্যারাগণ,,
Paribar,পরিবার,,
Park,পার্ক,,
Parts,পার্টস,,
Parveen,পারভীন,,
Parvin,পারভিন,,
Pasha,পাশা,,
Patio,পেসো,,
Patwary,পাটোয়ারী,,
Pearl,পার্ল,,
Pentagon,পেন্টাগন,,
Phone,ফোন,,
Pillars,পিলারস,,
Place,প্লেস,,
Placid,প্লাসিড,,
Platinum,প্ল্যাটিনাম,,
Plaza,প্লাজা,,
Plot,প্লট,,
Plus,প্লাস,,
Poddo,পদ্ম,,
Point,পয়েন্ট,,
Polash,পলাশ,,
Polli,পল্লী,,
Ponchoboti,পঞ্চবটী,,
Popular,পপুলার,,
Porosh,পরশ,,
Porshi,পড়শী,,
Pragati,প্রগতি,,
Prantik,প্রান্তিক,,
Prantika,প্রান্তিকা,,
Prasad,প্রসাদ,,
Prestige,প্রেস্টিজ,,
Priangon,প্রিয়াঙ্গন,,
Pride,প্রাইড,,
Prime,প্রাইম,,
Prince,প্রিন্স,,
Prodip,প্রদীপ,,
Properties,প্রোপার্টিস,,
Property,প্রোপার্টি,,
Prothoma,প্রথমা,,
Protik,প্রতীক,,
Protiti,প্রতীকী,,
Prottasha,প্রত্যাশা,,
Prottoy,প্রত্যয়,,
Puri,পুরী,,
Purnima,পূর্ণিমা,,
Purobi,পূরবী,,
Puspa,পুষ্প,,
Quarter,কোয়ার্টার,,
Quarters,কোয়ার্টারস,,
Queen,কুইন,,
Rabbani,রব্বানি,,
Rabeya,রাবেয়া,,
Radiance,রেডিয়ান্স,,
Radiant,রেডিয়ান্ট,,
Radisson,রেডিসন,,
Rafi,রাফি,,
Rafique,রফিক,,
Rafik,রফিক,,
Rafiq,রফিক,,
Rahaman,রহমান,,
Rahim,রহিম,,
Rahima,রহিমা,,
Rahmaan,রাহমান,,
Rahman,রহমান,,
Rahmat,রহমত,,
Rai,রাই,,
Raihan,রায়হান,,
Rain,বৃষ্টি,,
Rainbow,রামধনু,,
Raisa,রাইসা,,
Raiyan,রাইয়ান,,
Raja,রাজা,,
Rajabazar,রাজাবাজার,,
Rajanigandha,রজনীগন্ধা,,
Rasel,রাসেল,,
Rashed,রাশেদ,,
Rashid,রশিদ,,
Rasul,রসুল,,
Razia,রাজিয়ার,,
Razzak,রাজ্জাক,,
Regency,রিজেন্সি,,
Rehana,রেহানা,,
Rekha,রেখা,,
Renu,রেনু,,
Renuka,রেনুকা,,
Residence,রেসিডেন্সিয়াল,,
Residences,রেসিডেন্সেস,,
Resident,রেসিডেন্ট,,
Residential,রেসিডেন্সিয়াল,,
Resort,রিসোর্ট,,
Retreat,রিট্রিট,,
Reza,রেজা,,
Rezia,রেজিয়া,,
Rhyme,রাইম,,
Rhythm,রিদম,,
Richmond,রিচমন্ড,,
Ridge,রিজ,,
Ripon,রিপন,,
Rishta,রিশতা,,
Riviera,রিভিয়ারা,,
Road,রোড,,
Rob,রোব,,
Robin,রবিন,,
Robiul,রবিউল,,
Rodella,উর্মি,,
Roja,রোজা,,
Rokeya,রোকেয়া,,
Rokon,রোকন,,
Rosa,রোসা,,
Rose,রোজ,,
Rosemary,রোজমেরি,,
Roses,রোজেজ,,
Roshid,রশিদ,,
Roshni,রোশনি,,
Rosy,গোলাপী,,
Rouf,রউফ,,
Rowshan,রওশন,,
Royale,লুই,,
Rubaiyat,রুবাইয়াত,,
Rubina,রুবিনা,,
Ruby,রুবি,,
Rumi,রুমি,,
Rupayan,রূপায়ন,,
Rupkotha,রুপকথা,,
Rupnagar,রূপনগর,,
Sabera,সাবেরা,,
Sadan,সদন,,
Sadek,সাদেক,,
Sagor,সাগর,,
Sahabuddin,সাহাবুদ্দিন,,
Sahana,সাহানা,,
Saheb,সাহেব,,
Said,বলল,,
Saiful,সাইফুল,,
Saikat,সৈকত,,
Saju,সাজু,,
Sakura,সাকুরা,,
Sala,সালা,,
Salam,সালাম,,
Salauddin,সালাউদ্দিন,,
Saleha,সালেহা,,
Salek,সালেক,,
Salim,সেলিম,,
Samir,সামীর,,
Samsuddin,শামসুদ্দিন,,
Sanchita,সঞ্চিতা,,
Sanjida,সানজিদা,,
Sapphire,সেফায়ার,,
Sara,সারা,,
Sardar,সরদার,,
Sarkar,সরকার,,
Sarowar,সরওয়ার,,
Sayed,সৈয়দ,,
Sayera,সায়েরা,,
Scarlet,স্কারলেট,,
School,স্কুল,,
Selim,সেলিম,,
Selina,সেলিনা,,
Sen,সেন,,
Serene,সেরেনিটি,,
